Date,Time,Userid_From,Name_From,Message,Userid_To,At,Post_Category,Channel,To_Channel
7/17/18,12:39:56,UBNVC491V,,<@UBNVC491V> has joined the channel,U1YKMC1QD,,joined,whywedothis,TRUE
7/17/18,12:41:33,UBN8AAZS7,,<@UBN8AAZS7> has joined the channel,U1YKMC1QD,,joined,whywedothis,TRUE
7/17/18,12:41:33,UBN8AAZS7,,<@UBN8AAZS7> has joined the channel,UBNVC491V,,joined,whywedothis,TRUE
7/17/18,12:41:38,UBQ5PDK8Q,,<@UBQ5PDK8Q> has joined the channel,U1YKMC1QD,,joined,whywedothis,TRUE
7/17/18,12:41:38,UBQ5PDK8Q,,<@UBQ5PDK8Q> has joined the channel,UBMPAERMJ,,joined,whywedothis,TRUE
7/17/18,12:41:38,UBQ5PDK8Q,,<@UBQ5PDK8Q> has joined the channel,UBN8AAZS7,,joined,whywedothis,TRUE
7/17/18,12:41:38,UBQ5PDK8Q,,<@UBQ5PDK8Q> has joined the channel,UBNVC491V,,joined,whywedothis,TRUE
7/17/18,12:41:38,UBMPAERMJ,,<@UBMPAERMJ> has joined the channel,U1YKMC1QD,,joined,whywedothis,TRUE
7/17/18,12:41:38,UBMPAERMJ,,<@UBMPAERMJ> has joined the channel,UBN8AAZS7,,joined,whywedothis,TRUE
7/17/18,12:41:38,UBMPAERMJ,,<@UBMPAERMJ> has joined the channel,UBNVC491V,,joined,whywedothis,TRUE
7/17/18,12:41:38,UBMPAERMJ,,<@UBMPAERMJ> has joined the channel,UBQ5PDK8Q,,joined,whywedothis,TRUE
7/17/18,12:41:45,UBNVC491V,,Bob's first reason to do computation: Get students to learn how to deal with large data sets.,U1YKMC1QD,,0,whywedothis,TRUE
7/17/18,12:41:45,UBNVC491V,,Bob's first reason to do computation: Get students to learn how to deal with large data sets.,UBMPAERMJ,,0,whywedothis,TRUE
7/17/18,12:41:45,UBNVC491V,,Bob's first reason to do computation: Get students to learn how to deal with large data sets.,UBN8AAZS7,,0,whywedothis,TRUE
7/17/18,12:41:45,UBNVC491V,,Bob's first reason to do computation: Get students to learn how to deal with large data sets.,UBQ5PDK8Q,,0,whywedothis,TRUE
7/17/18,12:42:09,UBMMLALTE,,<@UBMMLALTE> has joined the channel,U1YKMC1QD,,joined,whywedothis,TRUE
7/17/18,12:42:09,UBMMLALTE,,<@UBMMLALTE> has joined the channel,UBMPAERMJ,,joined,whywedothis,TRUE
7/17/18,12:42:09,UBMMLALTE,,<@UBMMLALTE> has joined the channel,UBN8AAZS7,,joined,whywedothis,TRUE
7/17/18,12:42:09,UBMMLALTE,,<@UBMMLALTE> has joined the channel,UBNVC491V,,joined,whywedothis,TRUE
7/17/18,12:42:09,UBMMLALTE,,<@UBMMLALTE> has joined the channel,UBQ5PDK8Q,,joined,whywedothis,TRUE
7/17/18,12:42:43,UBNVC491V,,"Bob's 2nd reason: To get students to learn about models, and the limits of models.",U1YKMC1QD,,0,whywedothis,TRUE
7/17/18,12:42:43,UBNVC491V,,"Bob's 2nd reason: To get students to learn about models, and the limits of models.",UBMMLALTE,,0,whywedothis,TRUE
7/17/18,12:42:43,UBNVC491V,,"Bob's 2nd reason: To get students to learn about models, and the limits of models.",UBMPAERMJ,,0,whywedothis,TRUE
7/17/18,12:42:43,UBNVC491V,,"Bob's 2nd reason: To get students to learn about models, and the limits of models.",UBN8AAZS7,,0,whywedothis,TRUE
7/17/18,12:42:43,UBNVC491V,,"Bob's 2nd reason: To get students to learn about models, and the limits of models.",UBQ5PDK8Q,,0,whywedothis,TRUE
7/17/18,12:43:21,U1YKN5ZV5,,<@U1YKN5ZV5> has joined the channel,U1YKMC1QD,,joined,whywedothis,TRUE
7/17/18,12:43:21,U1YKN5ZV5,,<@U1YKN5ZV5> has joined the channel,UBMMLALTE,,joined,whywedothis,TRUE
7/17/18,12:43:21,U1YKN5ZV5,,<@U1YKN5ZV5> has joined the channel,UBMPAERMJ,,joined,whywedothis,TRUE
7/17/18,12:43:21,U1YKN5ZV5,,<@U1YKN5ZV5> has joined the channel,UBN8AAZS7,,joined,whywedothis,TRUE
7/17/18,12:43:21,U1YKN5ZV5,,<@U1YKN5ZV5> has joined the channel,UBNVC491V,,joined,whywedothis,TRUE
7/17/18,12:43:21,U1YKN5ZV5,,<@U1YKN5ZV5> has joined the channel,UBQ5PDK8Q,,joined,whywedothis,TRUE
7/17/18,12:43:35,UBNVC491V,,Bob's 3rd reason: To give students an opportunity to code.,U1YKMC1QD,,0,whywedothis,TRUE
7/17/18,12:43:35,UBNVC491V,,Bob's 3rd reason: To give students an opportunity to code.,U1YKN5ZV5,,0,whywedothis,TRUE
7/17/18,12:43:35,UBNVC491V,,Bob's 3rd reason: To give students an opportunity to code.,UBMMLALTE,,0,whywedothis,TRUE
7/17/18,12:43:35,UBNVC491V,,Bob's 3rd reason: To give students an opportunity to code.,UBMPAERMJ,,0,whywedothis,TRUE
7/17/18,12:43:35,UBNVC491V,,Bob's 3rd reason: To give students an opportunity to code.,UBN8AAZS7,,0,whywedothis,TRUE
7/17/18,12:43:35,UBNVC491V,,Bob's 3rd reason: To give students an opportunity to code.,UBQ5PDK8Q,,0,whywedothis,TRUE
7/17/18,12:56:29,U4X9ZLJ2D,,<@U4X9ZLJ2D> has joined the channel,U1YKMC1QD,,joined,whywedothis,TRUE
7/17/18,12:56:29,U4X9ZLJ2D,,<@U4X9ZLJ2D> has joined the channel,U1YKN5ZV5,,joined,whywedothis,TRUE
7/17/18,12:56:29,U4X9ZLJ2D,,<@U4X9ZLJ2D> has joined the channel,UBMMLALTE,,joined,whywedothis,TRUE
7/17/18,12:56:29,U4X9ZLJ2D,,<@U4X9ZLJ2D> has joined the channel,UBMPAERMJ,,joined,whywedothis,TRUE
7/17/18,12:56:29,U4X9ZLJ2D,,<@U4X9ZLJ2D> has joined the channel,UBN8AAZS7,,joined,whywedothis,TRUE
7/17/18,12:56:29,U4X9ZLJ2D,,<@U4X9ZLJ2D> has joined the channel,UBNVC491V,,joined,whywedothis,TRUE
7/17/18,12:56:29,U4X9ZLJ2D,,<@U4X9ZLJ2D> has joined the channel,UBQ5PDK8Q,,joined,whywedothis,TRUE
7/17/18,13:04:21,UBNVC491V,,Bob's 4th reason: To support my universities new computer science degree.,U1YKMC1QD,,0,whywedothis,TRUE
7/17/18,13:04:21,UBNVC491V,,Bob's 4th reason: To support my universities new computer science degree.,U1YKN5ZV5,,0,whywedothis,TRUE
7/17/18,13:04:21,UBNVC491V,,Bob's 4th reason: To support my universities new computer science degree.,U4X9ZLJ2D,,0,whywedothis,TRUE
7/17/18,13:04:21,UBNVC491V,,Bob's 4th reason: To support my universities new computer science degree.,UBMMLALTE,,0,whywedothis,TRUE
7/17/18,13:04:21,UBNVC491V,,Bob's 4th reason: To support my universities new computer science degree.,UBMPAERMJ,,0,whywedothis,TRUE
7/17/18,13:04:21,UBNVC491V,,Bob's 4th reason: To support my universities new computer science degree.,UBN8AAZS7,,0,whywedothis,TRUE
7/17/18,13:04:21,UBNVC491V,,Bob's 4th reason: To support my universities new computer science degree.,UBQ5PDK8Q,,0,whywedothis,TRUE
7/17/18,13:04:52,UBNVC491V,,Bob's 5th reason: For me to learn how to use the new campus supercomputer.,U1YKMC1QD,,0,whywedothis,TRUE
7/17/18,13:04:52,UBNVC491V,,Bob's 5th reason: For me to learn how to use the new campus supercomputer.,U1YKN5ZV5,,0,whywedothis,TRUE
7/17/18,13:04:52,UBNVC491V,,Bob's 5th reason: For me to learn how to use the new campus supercomputer.,U4X9ZLJ2D,,0,whywedothis,TRUE
7/17/18,13:04:52,UBNVC491V,,Bob's 5th reason: For me to learn how to use the new campus supercomputer.,UBMMLALTE,,0,whywedothis,TRUE
7/17/18,13:04:52,UBNVC491V,,Bob's 5th reason: For me to learn how to use the new campus supercomputer.,UBMPAERMJ,,0,whywedothis,TRUE
7/17/18,13:04:52,UBNVC491V,,Bob's 5th reason: For me to learn how to use the new campus supercomputer.,UBN8AAZS7,,0,whywedothis,TRUE
7/17/18,13:04:52,UBNVC491V,,Bob's 5th reason: For me to learn how to use the new campus supercomputer.,UBQ5PDK8Q,,0,whywedothis,TRUE
7/17/18,13:25:58,U1YKC618E,,<@U1YKC618E> has joined the channel,U1YKMC1QD,,joined,whywedothis,TRUE
7/17/18,13:25:58,U1YKC618E,,<@U1YKC618E> has joined the channel,U1YKN5ZV5,,joined,whywedothis,TRUE
7/17/18,13:25:58,U1YKC618E,,<@U1YKC618E> has joined the channel,U4X9ZLJ2D,,joined,whywedothis,TRUE
7/17/18,13:25:58,U1YKC618E,,<@U1YKC618E> has joined the channel,UBMMLALTE,,joined,whywedothis,TRUE
7/17/18,13:25:58,U1YKC618E,,<@U1YKC618E> has joined the channel,UBMPAERMJ,,joined,whywedothis,TRUE
7/17/18,13:25:58,U1YKC618E,,<@U1YKC618E> has joined the channel,UBN8AAZS7,,joined,whywedothis,TRUE
7/17/18,13:25:58,U1YKC618E,,<@U1YKC618E> has joined the channel,UBNVC491V,,joined,whywedothis,TRUE
7/17/18,13:25:58,U1YKC618E,,<@U1YKC618E> has joined the channel,UBQ5PDK8Q,,joined,whywedothis,TRUE
7/17/18,13:27:43,U1YKC618E,,To give students a highly marketable skill.,U1YKMC1QD,,0,whywedothis,TRUE
7/17/18,13:27:43,U1YKC618E,,To give students a highly marketable skill.,U1YKN5ZV5,,0,whywedothis,TRUE
7/17/18,13:27:43,U1YKC618E,,To give students a highly marketable skill.,U4X9ZLJ2D,,0,whywedothis,TRUE
7/17/18,13:27:43,U1YKC618E,,To give students a highly marketable skill.,UBMMLALTE,,0,whywedothis,TRUE
7/17/18,13:27:43,U1YKC618E,,To give students a highly marketable skill.,UBMPAERMJ,,0,whywedothis,TRUE
7/17/18,13:27:43,U1YKC618E,,To give students a highly marketable skill.,UBN8AAZS7,,0,whywedothis,TRUE
7/17/18,13:27:43,U1YKC618E,,To give students a highly marketable skill.,UBNVC491V,,0,whywedothis,TRUE
7/17/18,13:27:43,U1YKC618E,,To give students a highly marketable skill.,UBQ5PDK8Q,,0,whywedothis,TRUE
7/17/18,13:37:03,U9N0B9JFR,,<@U9N0B9JFR> has joined the channel,U1YKC618E,,joined,whywedothis,TRUE
7/17/18,13:37:03,U9N0B9JFR,,<@U9N0B9JFR> has joined the channel,U1YKMC1QD,,joined,whywedothis,TRUE
7/17/18,13:37:03,U9N0B9JFR,,<@U9N0B9JFR> has joined the channel,U1YKN5ZV5,,joined,whywedothis,TRUE
7/17/18,13:37:03,U9N0B9JFR,,<@U9N0B9JFR> has joined the channel,U4X9ZLJ2D,,joined,whywedothis,TRUE
7/17/18,13:37:03,U9N0B9JFR,,<@U9N0B9JFR> has joined the channel,UBMMLALTE,,joined,whywedothis,TRUE
7/17/18,13:37:03,U9N0B9JFR,,<@U9N0B9JFR> has joined the channel,UBMPAERMJ,,joined,whywedothis,TRUE
7/17/18,13:37:03,U9N0B9JFR,,<@U9N0B9JFR> has joined the channel,UBN8AAZS7,,joined,whywedothis,TRUE
7/17/18,13:37:03,U9N0B9JFR,,<@U9N0B9JFR> has joined the channel,UBNVC491V,,joined,whywedothis,TRUE
7/17/18,13:37:03,U9N0B9JFR,,<@U9N0B9JFR> has joined the channel,UBQ5PDK8Q,,joined,whywedothis,TRUE
7/17/18,13:38:48,U9N0B9JFR,,So students can focus on the system and its interactions rather than the arithmetic?,U1YKC618E,,0,whywedothis,TRUE
7/17/18,13:38:48,U9N0B9JFR,,So students can focus on the system and its interactions rather than the arithmetic?,U1YKMC1QD,,0,whywedothis,TRUE
7/17/18,13:38:48,U9N0B9JFR,,So students can focus on the system and its interactions rather than the arithmetic?,U1YKN5ZV5,,0,whywedothis,TRUE
7/17/18,13:38:48,U9N0B9JFR,,So students can focus on the system and its interactions rather than the arithmetic?,U4X9ZLJ2D,,0,whywedothis,TRUE
7/17/18,13:38:48,U9N0B9JFR,,So students can focus on the system and its interactions rather than the arithmetic?,UBMMLALTE,,0,whywedothis,TRUE
7/17/18,13:38:48,U9N0B9JFR,,So students can focus on the system and its interactions rather than the arithmetic?,UBMPAERMJ,,0,whywedothis,TRUE
7/17/18,13:38:48,U9N0B9JFR,,So students can focus on the system and its interactions rather than the arithmetic?,UBN8AAZS7,,0,whywedothis,TRUE
7/17/18,13:38:48,U9N0B9JFR,,So students can focus on the system and its interactions rather than the arithmetic?,UBNVC491V,,0,whywedothis,TRUE
7/17/18,13:38:48,U9N0B9JFR,,So students can focus on the system and its interactions rather than the arithmetic?,UBQ5PDK8Q,,0,whywedothis,TRUE
7/17/18,14:06:24,UBMFPP7MZ,,<@UBMFPP7MZ> has joined the channel,U1YKC618E,,joined,whywedothis,TRUE
7/17/18,14:06:24,UBMFPP7MZ,,<@UBMFPP7MZ> has joined the channel,U1YKMC1QD,,joined,whywedothis,TRUE
7/17/18,14:06:24,UBMFPP7MZ,,<@UBMFPP7MZ> has joined the channel,U1YKN5ZV5,,joined,whywedothis,TRUE
7/17/18,14:06:24,UBMFPP7MZ,,<@UBMFPP7MZ> has joined the channel,U4X9ZLJ2D,,joined,whywedothis,TRUE
7/17/18,14:06:24,UBMFPP7MZ,,<@UBMFPP7MZ> has joined the channel,U9N0B9JFR,,joined,whywedothis,TRUE
7/17/18,14:06:24,UBMFPP7MZ,,<@UBMFPP7MZ> has joined the channel,UBMMLALTE,,joined,whywedothis,TRUE
7/17/18,14:06:24,UBMFPP7MZ,,<@UBMFPP7MZ> has joined the channel,UBMPAERMJ,,joined,whywedothis,TRUE
7/17/18,14:06:24,UBMFPP7MZ,,<@UBMFPP7MZ> has joined the channel,UBN8AAZS7,,joined,whywedothis,TRUE
7/17/18,14:06:24,UBMFPP7MZ,,<@UBMFPP7MZ> has joined the channel,UBNVC491V,,joined,whywedothis,TRUE
7/17/18,14:06:24,UBMFPP7MZ,,<@UBMFPP7MZ> has joined the channel,UBQ5PDK8Q,,joined,whywedothis,TRUE
7/17/18,14:08:17,UBMMLALTE,,"For me, there's certainly the aspect of wanting students to learn a skill that translates beyond academic research, but also the hope that interactive or student-generated simulations make it  easier for the student to ask good questions and gain intuition.",U1YKC618E,,0,whywedothis,TRUE
7/17/18,14:08:17,UBMMLALTE,,"For me, there's certainly the aspect of wanting students to learn a skill that translates beyond academic research, but also the hope that interactive or student-generated simulations make it  easier for the student to ask good questions and gain intuition.",U1YKMC1QD,,0,whywedothis,TRUE
7/17/18,14:08:17,UBMMLALTE,,"For me, there's certainly the aspect of wanting students to learn a skill that translates beyond academic research, but also the hope that interactive or student-generated simulations make it  easier for the student to ask good questions and gain intuition.",U1YKN5ZV5,,0,whywedothis,TRUE
7/17/18,14:08:17,UBMMLALTE,,"For me, there's certainly the aspect of wanting students to learn a skill that translates beyond academic research, but also the hope that interactive or student-generated simulations make it  easier for the student to ask good questions and gain intuition.",U4X9ZLJ2D,,0,whywedothis,TRUE
7/17/18,14:08:17,UBMMLALTE,,"For me, there's certainly the aspect of wanting students to learn a skill that translates beyond academic research, but also the hope that interactive or student-generated simulations make it  easier for the student to ask good questions and gain intuition.",U9N0B9JFR,,0,whywedothis,TRUE
7/17/18,14:08:17,UBMMLALTE,,"For me, there's certainly the aspect of wanting students to learn a skill that translates beyond academic research, but also the hope that interactive or student-generated simulations make it  easier for the student to ask good questions and gain intuition.",UBMFPP7MZ,,0,whywedothis,TRUE
7/17/18,14:08:17,UBMMLALTE,,"For me, there's certainly the aspect of wanting students to learn a skill that translates beyond academic research, but also the hope that interactive or student-generated simulations make it  easier for the student to ask good questions and gain intuition.",UBMPAERMJ,,0,whywedothis,TRUE
7/17/18,14:08:17,UBMMLALTE,,"For me, there's certainly the aspect of wanting students to learn a skill that translates beyond academic research, but also the hope that interactive or student-generated simulations make it  easier for the student to ask good questions and gain intuition.",UBN8AAZS7,,0,whywedothis,TRUE
7/17/18,14:08:17,UBMMLALTE,,"For me, there's certainly the aspect of wanting students to learn a skill that translates beyond academic research, but also the hope that interactive or student-generated simulations make it  easier for the student to ask good questions and gain intuition.",UBNVC491V,,0,whywedothis,TRUE
7/17/18,14:08:17,UBMMLALTE,,"For me, there's certainly the aspect of wanting students to learn a skill that translates beyond academic research, but also the hope that interactive or student-generated simulations make it  easier for the student to ask good questions and gain intuition.",UBQ5PDK8Q,,0,whywedothis,TRUE
7/17/18,14:12:02,UBQQ61UCB,,<@UBQQ61UCB> has joined the channel,U1YKC618E,,joined,whywedothis,TRUE
7/17/18,14:12:02,UBQQ61UCB,,<@UBQQ61UCB> has joined the channel,U1YKMC1QD,,joined,whywedothis,TRUE
7/17/18,14:12:02,UBQQ61UCB,,<@UBQQ61UCB> has joined the channel,U1YKN5ZV5,,joined,whywedothis,TRUE
7/17/18,14:12:02,UBQQ61UCB,,<@UBQQ61UCB> has joined the channel,U4X9ZLJ2D,,joined,whywedothis,TRUE
7/17/18,14:12:02,UBQQ61UCB,,<@UBQQ61UCB> has joined the channel,U9N0B9JFR,,joined,whywedothis,TRUE
7/17/18,14:12:02,UBQQ61UCB,,<@UBQQ61UCB> has joined the channel,UBMFPP7MZ,,joined,whywedothis,TRUE
7/17/18,14:12:02,UBQQ61UCB,,<@UBQQ61UCB> has joined the channel,UBMMLALTE,,joined,whywedothis,TRUE
7/17/18,14:12:02,UBQQ61UCB,,<@UBQQ61UCB> has joined the channel,UBMPAERMJ,,joined,whywedothis,TRUE
7/17/18,14:12:02,UBQQ61UCB,,<@UBQQ61UCB> has joined the channel,UBN8AAZS7,,joined,whywedothis,TRUE
7/17/18,14:12:02,UBQQ61UCB,,<@UBQQ61UCB> has joined the channel,UBNVC491V,,joined,whywedothis,TRUE
7/17/18,14:12:02,UBQQ61UCB,,<@UBQQ61UCB> has joined the channel,UBQ5PDK8Q,,joined,whywedothis,TRUE
7/17/18,14:25:04,UBQ05DLJ2,,<@UBQ05DLJ2> has joined the channel,U1YKC618E,,joined,whywedothis,TRUE
7/17/18,14:25:04,UBQ05DLJ2,,<@UBQ05DLJ2> has joined the channel,U1YKMC1QD,,joined,whywedothis,TRUE
7/17/18,14:25:04,UBQ05DLJ2,,<@UBQ05DLJ2> has joined the channel,U1YKN5ZV5,,joined,whywedothis,TRUE
7/17/18,14:25:04,UBQ05DLJ2,,<@UBQ05DLJ2> has joined the channel,U4X9ZLJ2D,,joined,whywedothis,TRUE
7/17/18,14:25:04,UBQ05DLJ2,,<@UBQ05DLJ2> has joined the channel,U9N0B9JFR,,joined,whywedothis,TRUE
7/17/18,14:25:04,UBQ05DLJ2,,<@UBQ05DLJ2> has joined the channel,UBMFPP7MZ,,joined,whywedothis,TRUE
7/17/18,14:25:04,UBQ05DLJ2,,<@UBQ05DLJ2> has joined the channel,UBMMLALTE,,joined,whywedothis,TRUE
7/17/18,14:25:04,UBQ05DLJ2,,<@UBQ05DLJ2> has joined the channel,UBMPAERMJ,,joined,whywedothis,TRUE
7/17/18,14:25:04,UBQ05DLJ2,,<@UBQ05DLJ2> has joined the channel,UBN8AAZS7,,joined,whywedothis,TRUE
7/17/18,14:25:04,UBQ05DLJ2,,<@UBQ05DLJ2> has joined the channel,UBNVC491V,,joined,whywedothis,TRUE
7/17/18,14:25:04,UBQ05DLJ2,,<@UBQ05DLJ2> has joined the channel,UBQ5PDK8Q,,joined,whywedothis,TRUE
7/17/18,14:25:04,UBQ05DLJ2,,<@UBQ05DLJ2> has joined the channel,UBQQ61UCB,,joined,whywedothis,TRUE
7/17/18,14:43:36,U5B5RJKK2,,<@U5B5RJKK2> has joined the channel,U1YKC618E,,joined,whywedothis,TRUE
7/17/18,14:43:36,U5B5RJKK2,,<@U5B5RJKK2> has joined the channel,U1YKMC1QD,,joined,whywedothis,TRUE
7/17/18,14:43:36,U5B5RJKK2,,<@U5B5RJKK2> has joined the channel,U1YKN5ZV5,,joined,whywedothis,TRUE
7/17/18,14:43:36,U5B5RJKK2,,<@U5B5RJKK2> has joined the channel,U4X9ZLJ2D,,joined,whywedothis,TRUE
7/17/18,14:43:36,U5B5RJKK2,,<@U5B5RJKK2> has joined the channel,U9N0B9JFR,,joined,whywedothis,TRUE
7/17/18,14:43:36,U5B5RJKK2,,<@U5B5RJKK2> has joined the channel,UBMFPP7MZ,,joined,whywedothis,TRUE
7/17/18,14:43:36,U5B5RJKK2,,<@U5B5RJKK2> has joined the channel,UBMMLALTE,,joined,whywedothis,TRUE
7/17/18,14:43:36,U5B5RJKK2,,<@U5B5RJKK2> has joined the channel,UBMPAERMJ,,joined,whywedothis,TRUE
7/17/18,14:43:36,U5B5RJKK2,,<@U5B5RJKK2> has joined the channel,UBN8AAZS7,,joined,whywedothis,TRUE
7/17/18,14:43:36,U5B5RJKK2,,<@U5B5RJKK2> has joined the channel,UBNVC491V,,joined,whywedothis,TRUE
7/17/18,14:43:36,U5B5RJKK2,,<@U5B5RJKK2> has joined the channel,UBQ05DLJ2,,joined,whywedothis,TRUE
7/17/18,14:43:36,U5B5RJKK2,,<@U5B5RJKK2> has joined the channel,UBQ5PDK8Q,,joined,whywedothis,TRUE
7/17/18,14:43:36,U5B5RJKK2,,<@U5B5RJKK2> has joined the channel,UBQQ61UCB,,joined,whywedothis,TRUE
7/17/18,14:59:56,U1YKMC1QD,,My answer: computation lets students view the physical world and think about physics in expert-level ways without an enormous mathematical burden of entry. I know of no better illustration than the discussion of perturbation theory and power counting we had in here during my presentation of the pendulum simulation and the (amplitude vs. period) data on Sunday.,U1YKC618E,,0,whywedothis,TRUE
7/17/18,14:59:56,U1YKMC1QD,,My answer: computation lets students view the physical world and think about physics in expert-level ways without an enormous mathematical burden of entry. I know of no better illustration than the discussion of perturbation theory and power counting we had in here during my presentation of the pendulum simulation and the (amplitude vs. period) data on Sunday.,U1YKN5ZV5,,0,whywedothis,TRUE
7/17/18,14:59:56,U1YKMC1QD,,My answer: computation lets students view the physical world and think about physics in expert-level ways without an enormous mathematical burden of entry. I know of no better illustration than the discussion of perturbation theory and power counting we had in here during my presentation of the pendulum simulation and the (amplitude vs. period) data on Sunday.,U4X9ZLJ2D,,0,whywedothis,TRUE
7/17/18,14:59:56,U1YKMC1QD,,My answer: computation lets students view the physical world and think about physics in expert-level ways without an enormous mathematical burden of entry. I know of no better illustration than the discussion of perturbation theory and power counting we had in here during my presentation of the pendulum simulation and the (amplitude vs. period) data on Sunday.,U5B5RJKK2,,0,whywedothis,TRUE
7/17/18,14:59:56,U1YKMC1QD,,My answer: computation lets students view the physical world and think about physics in expert-level ways without an enormous mathematical burden of entry. I know of no better illustration than the discussion of perturbation theory and power counting we had in here during my presentation of the pendulum simulation and the (amplitude vs. period) data on Sunday.,U9N0B9JFR,,0,whywedothis,TRUE
7/17/18,14:59:56,U1YKMC1QD,,My answer: computation lets students view the physical world and think about physics in expert-level ways without an enormous mathematical burden of entry. I know of no better illustration than the discussion of perturbation theory and power counting we had in here during my presentation of the pendulum simulation and the (amplitude vs. period) data on Sunday.,UBMFPP7MZ,,0,whywedothis,TRUE
7/17/18,14:59:56,U1YKMC1QD,,My answer: computation lets students view the physical world and think about physics in expert-level ways without an enormous mathematical burden of entry. I know of no better illustration than the discussion of perturbation theory and power counting we had in here during my presentation of the pendulum simulation and the (amplitude vs. period) data on Sunday.,UBMMLALTE,,0,whywedothis,TRUE
7/17/18,14:59:56,U1YKMC1QD,,My answer: computation lets students view the physical world and think about physics in expert-level ways without an enormous mathematical burden of entry. I know of no better illustration than the discussion of perturbation theory and power counting we had in here during my presentation of the pendulum simulation and the (amplitude vs. period) data on Sunday.,UBMPAERMJ,,0,whywedothis,TRUE
7/17/18,14:59:56,U1YKMC1QD,,My answer: computation lets students view the physical world and think about physics in expert-level ways without an enormous mathematical burden of entry. I know of no better illustration than the discussion of perturbation theory and power counting we had in here during my presentation of the pendulum simulation and the (amplitude vs. period) data on Sunday.,UBN8AAZS7,,0,whywedothis,TRUE
7/17/18,14:59:56,U1YKMC1QD,,My answer: computation lets students view the physical world and think about physics in expert-level ways without an enormous mathematical burden of entry. I know of no better illustration than the discussion of perturbation theory and power counting we had in here during my presentation of the pendulum simulation and the (amplitude vs. period) data on Sunday.,UBNVC491V,,0,whywedothis,TRUE
7/17/18,14:59:56,U1YKMC1QD,,My answer: computation lets students view the physical world and think about physics in expert-level ways without an enormous mathematical burden of entry. I know of no better illustration than the discussion of perturbation theory and power counting we had in here during my presentation of the pendulum simulation and the (amplitude vs. period) data on Sunday.,UBQ05DLJ2,,0,whywedothis,TRUE
7/17/18,14:59:56,U1YKMC1QD,,My answer: computation lets students view the physical world and think about physics in expert-level ways without an enormous mathematical burden of entry. I know of no better illustration than the discussion of perturbation theory and power counting we had in here during my presentation of the pendulum simulation and the (amplitude vs. period) data on Sunday.,UBQ5PDK8Q,,0,whywedothis,TRUE
